saps,fecha,servicio,turno,consulta_cantidad,rango_etario,sexo,detalle
DR. JOSE DE LOS REYES VIDAL,2022-07-01,ODONTOLOGIA,MANANA,4.0,20 - 39 AÑOS,M,EXTRACCION DENTARIA
DR. JOSE DE LOS REYES VIDAL,2022-07-01,ODONTOLOGIA,MANANA,4.0,40 - 69 AÑOS,F,EXTRACCION DENTARIA
ESPERANZA,2022-11-01,ODONTOLOGIA,TARDE,4.0,5 - 14 AÑOS,M,EXTRACCION DENTARIA
ESPERANZA,2022-11-01,ODONTOLOGIA,TARDE,6.0,15 - 19 AÑOS,F,EXTRACCION DENTARIA
ESPERANZA,2022-11-01,ODONTOLOGIA,TARDE,12.0,15 - 19 AÑOS,M,EXTRACCION DENTARIA
ESPERANZA,2022-11-01,ODONTOLOGIA,TARDE,8.0,20 - 39 AÑOS,F,EXTRACCION DENTARIA
ESPERANZA,2022-11-01,ODONTOLOGIA,TARDE,5.0,20 - 39 AÑOS,M,EXTRACCION DENTARIA
ESPERANZA,2022-11-01,ODONTOLOGIA,TARDE,2.0,40 - 69 AÑOS,F,EXTRACCION DENTARIA
ESPERANZA,2022-11-01,ODONTOLOGIA,TARDE,2.0,1 - 4 AÑOS,M,URGENCIA
ESPERANZA,2022-11-01,ODONTOLOGIA,TARDE,4.0,5 - 14 AÑOS,F,URGENCIA
ESPERANZA,2022-11-01,ODONTOLOGIA,TARDE,5.0,5 - 14 AÑOS,M,URGENCIA
ESPERANZA,2022-11-01,ODONTOLOGIA,TARDE,6.0,15 - 19 AÑOS,F,URGENCIA
ESPERANZA,2022-11-01,ODONTOLOGIA,TARDE,6.0,15 - 19 AÑOS,M,URGENCIA
ESPERANZA,2022-11-01,ODONTOLOGIA,TARDE,2.0,20 - 39 AÑOS,F,URGENCIA
ESPERANZA,2022-11-01,ODONTOLOGIA,TARDE,2.0,20 - 39 AÑOS,M,URGENCIA
ESPERANZA,2022-11-01,ODONTOLOGIA,TARDE,2.0,40 - 69 AÑOS,F,URGENCIA
ESPERANZA,2022-11-01,ODONTOLOGIA,TARDE,2.0,5 - 14 AÑOS,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
ESPERANZA,2022-11-01,ODONTOLOGIA,TARDE,2.0,5 - 14 AÑOS,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
ESPERANZA,2022-11-01,ODONTOLOGIA,TARDE,2.0,5 - 14 AÑOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
ESPERANZA,2022-11-01,ODONTOLOGIA,TARDE,4.0,15 - 19 AÑOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
ESPERANZA,2022-11-01,ODONTOLOGIA,TARDE,4.0,15 - 19 AÑOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
ESPERANZA,2022-11-01,ODONTOLOGIA,TARDE,1.0,20 - 39 AÑOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
ESPERANZA,2022-11-01,ODONTOLOGIA,TARDE,2.0,1 - 4 AÑOS,F,INACTIVACION DE CARIES
ESPERANZA,2022-11-01,ODONTOLOGIA,TARDE,2.0,1 - 4 AÑOS,M,INACTIVACION DE CARIES
SAN MARCOS,2022-11-01,ODONTOLOGIA,MANANA,2.0,15 - 19 AÑOS,F,CONSULTA-ADULTO (Desde 15 anos)
SAN MARCOS,2022-11-01,ODONTOLOGIA,MANANA,3.0,20 - 39 AÑOS,F,CONSULTA-ADULTO (Desde 15 anos)
SAN MARCOS,2022-11-01,ODONTOLOGIA,MANANA,2.0,1 - 4 AÑOS,M,URGENCIA
SAN MARCOS,2022-11-01,ODONTOLOGIA,MANANA,2.0,5 - 14 AÑOS,M,URGENCIA
SAN MARCOS,2022-11-01,ODONTOLOGIA,MANANA,1.0,15 - 19 AÑOS,F,URGENCIA
SAN MARCOS,2022-11-01,ODONTOLOGIA,MANANA,1.0,15 - 19 AÑOS,M,URGENCIA
SAN MARCOS,2022-11-01,ODONTOLOGIA,MANANA,6.0,20 - 39 AÑOS,F,URGENCIA
SAN MARCOS,2022-11-01,ODONTOLOGIA,MANANA,3.0,40 - 69 AÑOS,F,URGENCIA
SAN MARCOS,2022-11-01,ODONTOLOGIA,MANANA,1.0,40 - 69 AÑOS,M,URGENCIA
SAN MARCOS,2022-11-01,ODONTOLOGIA,MANANA,1.0,15 - 19 AÑOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
SAN MARCOS,2022-11-01,ODONTOLOGIA,MANANA,3.0,15 - 19 AÑOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
SAN MARCOS,2022-11-01,ODONTOLOGIA,MANANA,2.0,20 - 39 AÑOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
SAN MARCOS,2022-11-01,ODONTOLOGIA,MANANA,3.0,40 - 69 AÑOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
SAN MARCOS,2022-11-01,ODONTOLOGIA,MANANA,1.0,40 - 69 AÑOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
SAN MARCOS,2022-11-01,ODONTOLOGIA,MANANA,1.0,1 - 4 AÑOS,M,INACTIVACION DE CARIES
SAN MARCOS,2022-11-01,ODONTOLOGIA,MANANA,3.0,5 - 14 AÑOS,F,INACTIVACION DE CARIES
SAN MARCOS,2022-11-01,ODONTOLOGIA,MANANA,3.0,5 - 14 AÑOS,M,INACTIVACION DE CARIES
SAN MARCOS,2022-11-01,ODONTOLOGIA,MANANA,1.0,1 - 4 AÑOS,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
SAN MARCOS,2022-11-01,ODONTOLOGIA,MANANA,5.0,5 - 14 AÑOS,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
SAN MARCOS,2022-11-01,ODONTOLOGIA,MANANA,7.0,5 - 14 AÑOS,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
SAN MARCOS,2022-11-01,ODONTOLOGIA,MANANA,1.0,1 - 4 AÑOS,M,EXTRACCION DENTARIA
SAN MARCOS,2022-11-01,ODONTOLOGIA,MANANA,3.0,5 - 14 AÑOS,F,EXTRACCION DENTARIA
SAN MARCOS,2022-11-01,ODONTOLOGIA,MANANA,3.0,15 - 19 AÑOS,F,EXTRACCION DENTARIA
SAN MARCOS,2022-11-01,ODONTOLOGIA,MANANA,1.0,15 - 19 AÑOS,M,EXTRACCION DENTARIA
SAN MARCOS,2022-11-01,ODONTOLOGIA,MANANA,1.0,20 - 39 AÑOS,F,EXTRACCION DENTARIA
SAN MARCOS,2022-11-01,ODONTOLOGIA,MANANA,1.0,20 - 39 AÑOS,M,EXTRACCION DENTARIA
SAN MARCOS,2022-11-01,ODONTOLOGIA,MANANA,1.0,>= 70 AÑOS,F,EXTRACCION DENTARIA
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,MANANA,10.0,15 - 19 AÑOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,MANANA,9.0,15 - 19 AÑOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,MANANA,5.0,20 - 39 AÑOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,MANANA,4.0,20 - 39 AÑOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,MANANA,2.0,40 - 69 AÑOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,MANANA,3.0,15 - 19 AÑOS,F,URGENCIA
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,MANANA,3.0,15 - 19 AÑOS,M,URGENCIA
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,MANANA,4.0,20 - 39 AÑOS,F,URGENCIA
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,MANANA,5.0,20 - 39 AÑOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,MANANA,4.0,20 - 39 AÑOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,MANANA,2.0,40 - 69 AÑOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,MANANA,2.0,40 - 69 AÑOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,MANANA,4.0,1 - 4 AÑOS,M,TALLER DE PROMOCION Y PREVENCION
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,MANANA,2.0,5 - 14 AÑOS,F,TALLER DE PROMOCION Y PREVENCION
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,MANANA,4.0,5 - 14 AÑOS,M,TALLER DE PROMOCION Y PREVENCION
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,MANANA,3.0,15 - 19 AÑOS,F,TALLER DE PROMOCION Y PREVENCION
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,MANANA,3.0,15 - 19 AÑOS,M,TALLER DE PROMOCION Y PREVENCION
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,MANANA,2.0,20 - 39 AÑOS,F,TALLER DE PROMOCION Y PREVENCION
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,TARDE,3.0,15 - 19 AÑOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,TARDE,2.0,15 - 19 AÑOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,TARDE,3.0,20 - 39 AÑOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,TARDE,4.0,20 - 39 AÑOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,TARDE,6.0,40 - 69 AÑOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,TARDE,2.0,40 - 69 AÑOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,TARDE,2.0,15 - 19 AÑOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,TARDE,2.0,15 - 19 AÑOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,TARDE,3.0,5 - 14 AÑOS,F,INACTIVACION DE CARIES
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,TARDE,2.0,5 - 14 AÑOS,M,INACTIVACION DE CARIES
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,TARDE,4.0,15 - 19 AÑOS,F,INACTIVACION DE CARIES
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,TARDE,2.0,15 - 19 AÑOS,M,INACTIVACION DE CARIES
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,TARDE,3.0,20 - 39 AÑOS,F,INACTIVACION DE CARIES
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,TARDE,1.0,20 - 39 AÑOS,M,INACTIVACION DE CARIES
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,TARDE,1.0,20 - 39 AÑOS,M,EXTRACCION DENTARIA
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,TARDE,3.0,40 - 69 AÑOS,F,EXTRACCION DENTARIA
DR. PEDRO BLUGERMAN,2022-11-01,ODONTOLOGIA,TARDE,2.0,40 - 69 AÑOS,M,EXTRACCION DENTARIA
RIO PARANA,2022-11-01,ODONTOLOGIA,TARDE,2.0,15 - 19 AÑOS,F,CONSULTA-ADULTO (Desde 15 anos)
RIO PARANA,2022-11-01,ODONTOLOGIA,TARDE,1.0,40 - 69 AÑOS,M,CONSULTA-ADULTO (Desde 15 anos)
RIO PARANA,2022-11-01,ODONTOLOGIA,TARDE,2.0,1 - 4 AÑOS,F,URGENCIA
RIO PARANA,2022-11-01,ODONTOLOGIA,TARDE,2.0,5 - 14 AÑOS,M,URGENCIA
RIO PARANA,2022-11-01,ODONTOLOGIA,TARDE,12.0,15 - 19 AÑOS,F,URGENCIA
RIO PARANA,2022-11-01,ODONTOLOGIA,TARDE,6.0,15 - 19 AÑOS,M,URGENCIA
RIO PARANA,2022-11-01,ODONTOLOGIA,TARDE,22.0,20 - 39 AÑOS,F,URGENCIA
RIO PARANA,2022-11-01,ODONTOLOGIA,TARDE,8.0,20 - 39 AÑOS,M,URGENCIA
RIO PARANA,2022-11-01,ODONTOLOGIA,TARDE,5.0,40 - 69 AÑOS,F,URGENCIA
RIO PARANA,2022-11-01,ODONTOLOGIA,TARDE,1.0,40 - 69 AÑOS,M,URGENCIA
RIO PARANA,2022-11-01,ODONTOLOGIA,TARDE,1.0,1 - 4 AÑOS,M,INACTIVACION DE CARIES
RIO PARANA,2022-11-01,ODONTOLOGIA,TARDE,6.0,5 - 14 AÑOS,F,INACTIVACION DE CARIES
RIO PARANA,2022-11-01,ODONTOLOGIA,TARDE,4.0,5 - 14 AÑOS,M,INACTIVACION DE CARIES
RIO PARANA,2022-11-01,ODONTOLOGIA,TARDE,9.0,15 - 19 AÑOS,F,INACTIVACION DE CARIES
RIO PARANA,2022-11-01,ODONTOLOGIA,TARDE,5.0,15 - 19 AÑOS,M,INACTIVACION DE CARIES
RIO PARANA,2022-11-01,ODONTOLOGIA,TARDE,15.0,20 - 39 AÑOS,F,INACTIVACION DE CARIES
RIO PARANA,2022-11-01,ODONTOLOGIA,TARDE,4.0,20 - 39 AÑOS,M,INACTIVACION DE CARIES
RIO PARANA,2022-11-01,ODONTOLOGIA,TARDE,4.0,40 - 69 AÑOS,F,INACTIVACION DE CARIES
RIO PARANA,2022-11-01,ODONTOLOGIA,TARDE,3.0,40 - 69 AÑOS,M,INACTIVACION DE CARIES
RIO PARANA,2022-11-01,ODONTOLOGIA,TARDE,1.0,1 - 4 AÑOS,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
RIO PARANA,2022-11-01,ODONTOLOGIA,TARDE,10.0,5 - 14 AÑOS,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
RIO PARANA,2022-11-01,ODONTOLOGIA,TARDE,9.0,5 - 14 AÑOS,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
RIO PARANA,2022-11-01,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,F,EXTRACCION DENTARIA
RIO PARANA,2022-11-01,ODONTOLOGIA,TARDE,1.0,15 - 19 AÑOS,F,EXTRACCION DENTARIA
RIO PARANA,2022-11-01,ODONTOLOGIA,TARDE,1.0,20 - 39 AÑOS,F,EXTRACCION DENTARIA
RIO PARANA,2022-11-01,ODONTOLOGIA,TARDE,2.0,20 - 39 AÑOS,M,EXTRACCION DENTARIA
DR MANUEL A. GONZALEZ,2022-11-01,ODONTOLOGIA,MANANA,6.0,1 - 4 AÑOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR MANUEL A. GONZALEZ,2022-11-01,ODONTOLOGIA,MANANA,23.0,5 - 14 AÑOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR MANUEL A. GONZALEZ,2022-11-01,ODONTOLOGIA,MANANA,25.0,15 - 19 AÑOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR MANUEL A. GONZALEZ,2022-11-01,ODONTOLOGIA,MANANA,12.0,20 - 39 AÑOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR MANUEL A. GONZALEZ,2022-11-01,ODONTOLOGIA,MANANA,3.0,1 - 4 AÑOS,M,URGENCIA
DR MANUEL A. GONZALEZ,2022-11-01,ODONTOLOGIA,MANANA,4.0,5 - 14 AÑOS,F,URGENCIA
DR MANUEL A. GONZALEZ,2022-11-01,ODONTOLOGIA,MANANA,8.0,5 - 14 AÑOS,M,URGENCIA
DR MANUEL A. GONZALEZ,2022-11-01,ODONTOLOGIA,MANANA,6.0,15 - 19 AÑOS,F,URGENCIA
DR MANUEL A. GONZALEZ,2022-11-01,ODONTOLOGIA,MANANA,6.0,15 - 19 AÑOS,M,URGENCIA
DR MANUEL A. GONZALEZ,2022-11-01,ODONTOLOGIA,MANANA,9.0,20 - 39 AÑOS,M,DERIVACION
DR MANUEL A. GONZALEZ,2022-11-01,ODONTOLOGIA,MANANA,4.0,1 - 4 AÑOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
DR MANUEL A. GONZALEZ,2022-11-01,ODONTOLOGIA,MANANA,2.0,5 - 14 AÑOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR MANUEL A. GONZALEZ,2022-11-01,ODONTOLOGIA,MANANA,3.0,5 - 14 AÑOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
DR MANUEL A. GONZALEZ,2022-11-01,ODONTOLOGIA,MANANA,8.0,15 - 19 AÑOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR MANUEL A. GONZALEZ,2022-11-01,ODONTOLOGIA,MANANA,6.0,15 - 19 AÑOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
DR MANUEL A. GONZALEZ,2022-11-01,ODONTOLOGIA,MANANA,2.0,20 - 39 AÑOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR MANUEL A. GONZALEZ,2022-11-01,ODONTOLOGIA,MANANA,6.0,20 - 39 AÑOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
DR MANUEL A. GONZALEZ,2022-11-01,ODONTOLOGIA,MANANA,5.0,40 - 69 AÑOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR MANUEL A. GONZALEZ,2022-11-01,ODONTOLOGIA,MANANA,4.0,1 - 4 AÑOS,M,INACTIVACION DE CARIES
DR MANUEL A. GONZALEZ,2022-11-01,ODONTOLOGIA,MANANA,3.0,5 - 14 AÑOS,F,INACTIVACION DE CARIES
DR MANUEL A. GONZALEZ,2022-11-01,ODONTOLOGIA,MANANA,2.0,5 - 14 AÑOS,M,INACTIVACION DE CARIES
DR MANUEL A. GONZALEZ,2022-11-01,ODONTOLOGIA,MANANA,6.0,15 - 19 AÑOS,F,INACTIVACION DE CARIES
DR MANUEL A. GONZALEZ,2022-11-01,ODONTOLOGIA,MANANA,8.0,15 - 19 AÑOS,M,INACTIVACION DE CARIES
DR MANUEL A. GONZALEZ,2022-11-01,ODONTOLOGIA,MANANA,6.0,20 - 39 AÑOS,F,INACTIVACION DE CARIES
DR MANUEL A. GONZALEZ,2022-11-01,ODONTOLOGIA,MANANA,2.0,20 - 39 AÑOS,M,INACTIVACION DE CARIES
DR MANUEL A. GONZALEZ,2022-11-01,ODONTOLOGIA,MANANA,6.0,40 - 69 AÑOS,F,INACTIVACION DE CARIES
DR MANUEL A. GONZALEZ,2022-11-01,ODONTOLOGIA,MANANA,3.0,40 - 69 AÑOS,M,INACTIVACION DE CARIES
DR MANUEL A. GONZALEZ,2022-11-01,ODONTOLOGIA,MANANA,4.0,5 - 14 AÑOS,M,EXTRACCION DENTARIA
DR MANUEL A. GONZALEZ,2022-11-01,ODONTOLOGIA,MANANA,3.0,15 - 19 AÑOS,F,EXTRACCION DENTARIA
DR MANUEL A. GONZALEZ,2022-11-01,ODONTOLOGIA,MANANA,2.0,15 - 19 AÑOS,M,EXTRACCION DENTARIA
DR MANUEL A. GONZALEZ,2022-11-01,ODONTOLOGIA,MANANA,6.0,20 - 39 AÑOS,F,EXTRACCION DENTARIA
DR MANUEL A. GONZALEZ,2022-11-01,ODONTOLOGIA,MANANA,5.0,20 - 39 AÑOS,M,EXTRACCION DENTARIA
DR MANUEL A. GONZALEZ,2022-11-01,ODONTOLOGIA,MANANA,3.0,40 - 69 AÑOS,F,EXTRACCION DENTARIA
DR MANUEL A. GONZALEZ,2022-11-01,ODONTOLOGIA,MANANA,2.0,40 - 69 AÑOS,M,EXTRACCION DENTARIA
ITATI,2022-11-01,ODONTOLOGIA,TARDE,4.0,15 - 19 AÑOS,F,CONSULTA-ADULTO (Desde 15 anos)
ITATI,2022-11-01,ODONTOLOGIA,TARDE,6.0,20 - 39 AÑOS,F,CONSULTA-ADULTO (Desde 15 anos)
ITATI,2022-11-01,ODONTOLOGIA,TARDE,1.0,20 - 39 AÑOS,M,CONSULTA-ADULTO (Desde 15 anos)
ITATI,2022-11-01,ODONTOLOGIA,TARDE,3.0,40 - 69 AÑOS,F,CONSULTA-ADULTO (Desde 15 anos)
ITATI,2022-11-01,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
ITATI,2022-11-01,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,F,INACTIVACION DE CARIES
ITATI,2022-11-01,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,M,SELLANTES DE PUNTOS FISURAS
ITATI,2022-11-01,ODONTOLOGIA,TARDE,3.0,5 - 14 AÑOS,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
ITATI,2022-11-01,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
ITATI,2022-11-01,ODONTOLOGIA,TARDE,1.0,15 - 19 AÑOS,F,EXTRACCION DENTARIA
ITATI,2022-11-01,ODONTOLOGIA,TARDE,2.0,20 - 39 AÑOS,F,EXTRACCION DENTARIA
ITATI,2022-11-01,ODONTOLOGIA,TARDE,1.0,20 - 39 AÑOS,M,EXTRACCION DENTARIA
ITATI,2022-11-01,ODONTOLOGIA,TARDE,2.0,40 - 69 AÑOS,F,EXTRACCION DENTARIA
ITATI,2022-11-01,ODONTOLOGIA,TARDE,2.0,40 - 69 AÑOS,M,EXTRACCION DENTARIA
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,1.0,15 - 19 AÑOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,7.0,20 - 39 AÑOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,5.0,20 - 39 AÑOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,1.0,40 - 69 AÑOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,M,URGENCIA
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,1.0,15 - 19 AÑOS,F,URGENCIA
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,3.0,5 - 14 AÑOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,2.0,20 - 39 AÑOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,3.0,20 - 39 AÑOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,4.0,40 - 69 AÑOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,2.0,5 - 14 AÑOS,M,TRATAMIENTO MULTIRRACIDULAR
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,2.0,15 - 19 AÑOS,F,TRATAMIENTO MULTIRRACIDULAR
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,1.0,20 - 39 AÑOS,F,TRATAMIENTO MULTIRRACIDULAR
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,3.0,20 - 39 AÑOS,M,TRATAMIENTO MULTIRRACIDULAR
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,2.0,40 - 69 AÑOS,F,TRATAMIENTO MULTIRRACIDULAR
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,F,BIOPULPECTOMIA PARCIAL
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,M,BIOPULPECTOMIA PARCIAL
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,5.0,5 - 14 AÑOS,F,INACTIVACION DE CARIES
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,M,INACTIVACION DE CARIES
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,3.0,20 - 39 AÑOS,F,INACTIVACION DE CARIES
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,3.0,5 - 14 AÑOS,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,2.0,5 - 14 AÑOS,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,2.0,5 - 14 AÑOS,M,TRATAMIENTO DE DIENTES PRIMARIOS CON FORM
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,1.0,15 - 19 AÑOS,F,RADIOGRAFIA PERIAPICAL
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,1.0,20 - 39 AÑOS,M,RADIOGRAFIA PERIAPICAL
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,1.0,40 - 69 AÑOS,F,RADIOGRAFIA PERIAPICAL
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,2.0,20 - 39 AÑOS,F,EXTRACCION DENTARIA
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,1.0,15 - 19 AÑOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,1.0,20 - 39 AÑOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,M,URGENCIA
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,1.0,20 - 39 AÑOS,M,URGENCIA
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,1.0,40 - 69 AÑOS,F,URGENCIA
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,F,EXTRACCION DENTARIA
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,2.0,5 - 14 AÑOS,M,EXTRACCION DENTARIA
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,7.0,15 - 19 AÑOS,F,EXTRACCION DENTARIA
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,6.0,15 - 19 AÑOS,M,EXTRACCION DENTARIA
DR. SUSSINI,2022-11-01,ODONTOLOGIA,TARDE,10.0,20 - 39 AÑOS,F,EXTRACCION DENTARIA
